Samples,Pf,Std Dev,Beta
100,0.0,0.0,inf
300,0.0,0.0,inf
1000,0.001,0.0009994998749374609,3.090232306167813
3000,0.0006666666666666666,0.00047124735975289457,3.2087069104350183
10000,0.0014,0.0003739037309254884,2.98888226731579
30000,0.0015,0.0002234390297150433,2.9677379253417833
100000,0.00139,0.00011781629344025384,2.991071931713021
300000,0.00132,6.628870190311468e-05,3.0068154311692163
1000000,0.001354,3.677181915543478e-05,2.99907571646674
