s,Pf,Std Dev,Beta
0.1,0.37878283453875905,0.015339700088252774,0.30867906668537487
0.3,0.16046892394744258,0.011606836278443514,0.9925324707955933
1.0,0.0025179962847773508,0.0015848204880954807,2.804722438554215
3.0,0.0005539997141749159,0.000744105367869101,3.261562656548838
10.0,1.0193142835749966e-06,3.1926685461747956e-05,4.74955687629313
