Samples,Failure Probability,Std Dev,Reliability Index
100,0.0,0.0,inf
300,0.0,0.0,inf
1000,0.003,0.001729450779872038,2.7477813854449926
3000,0.0006666666666666666,0.00047124735975289457,3.2087069104350183
10000,0.0011,0.00033148001448051134,3.0618141517617588
30000,0.0016,0.0002307552816296953,2.9478425521849063
100000,0.00151,0.00012278924627181324,2.965694821769151
300000,0.00126,6.476656544853989e-05,3.0209295324904373
1000000,0.001297,3.599052362775512e-05,3.012155127161699
